father,node_name,depth
Endocrine System Diseases,"Polyendocrinopathies, Autoimmune",2
Endocrine System Diseases,Thyroid Diseases,2
Thyroid Diseases,Euthyroid Sick Syndromes,3
Thyroid Diseases,Goiter,3
Goiter,"Goiter, Endemic",4
Goiter,"Goiter, Nodular",4
Goiter,"Goiter, Substernal",4
Goiter,Graves Disease,4
Goiter,Lingual Goiter,4
Thyroid Diseases,Hyperthyroidism,3
Hyperthyroidism,Graves Disease,4
Hyperthyroidism,Thyrotoxicosis,4
Thyroid Diseases,Hyperthyroxinemia,3
Hyperthyroxinemia,"Hyperthyroxinemia, Familial Dysalbuminemic",4
Hyperthyroxinemia,Thyroid Hormone Resistance Syndrome,4
Thyroid Diseases,Hypothyroidism,3
Hypothyroidism,Congenital Hypothyroidism,4
Hypothyroidism,Myxedema,4
Thyroid Diseases,Thyroid Dysgenesis,3
Thyroid Dysgenesis,Lingual Thyroid,4
Thyroid Diseases,Thyroid Neoplasms,3
Thyroid Neoplasms,"Thyroid Cancer, Papillary",4
Thyroid Neoplasms,Thyroid Nodule,4
Thyroid Diseases,Thyroiditis,3
Thyroiditis,"Thyroiditis, Autoimmune",4
Thyroiditis,"Thyroiditis, Subacute",4
Thyroiditis,"Thyroiditis, Suppurative",4
Endocrine System Diseases,"Tuberculosis, Endocrine",2
Diseases,Immune System Diseases,1
Immune System Diseases,Autoimmune Diseases,2
Autoimmune Diseases,Addison Disease,3
Autoimmune Diseases,"Anemia, Hemolytic, Autoimmune",3
Autoimmune Diseases,Anti-Glomerular Basement Membrane Disease,3
Autoimmune Diseases,Anti-Neutrophil Cytoplasmic Antibody-Associated Vasculitis,3
Anti-Neutrophil Cytoplasmic Antibody-Associated Vasculitis,Churg-Strauss Syndrome,4
Anti-Neutrophil Cytoplasmic Antibody-Associated Vasculitis,Microscopic Polyangiitis,4
Anti-Neutrophil Cytoplasmic Antibody-Associated Vasculitis,Granulomatosis with Polyangiitis,4
Autoimmune Diseases,Antiphospholipid Syndrome,3
Autoimmune Diseases,"Arthritis, Juvenile",3
Autoimmune Diseases,"Arthritis, Rheumatoid",3
"Arthritis, Rheumatoid",Felty Syndrome,4
"Arthritis, Rheumatoid",Rheumatoid Vasculitis,4
"Arthritis, Rheumatoid",Sjogren's Syndrome,4
"Arthritis, Rheumatoid","Still's Disease, Adult-Onset",4
Autoimmune Diseases,Autoimmune Diseases of the Nervous System,3
Autoimmune Diseases of the Nervous System,Anti-N-Methyl-D-Aspartate Receptor Encephalitis,4
Autoimmune Diseases of the Nervous System,"Demyelinating Autoimmune Diseases, CNS",4
Autoimmune Diseases of the Nervous System,Lambert-Eaton Myasthenic Syndrome,4
Autoimmune Diseases of the Nervous System,Myasthenia Gravis,4
Autoimmune Diseases of the Nervous System,"Nervous System Autoimmune Disease, Experimental",4
Autoimmune Diseases of the Nervous System,Polyradiculoneuropathy,4
Autoimmune Diseases of the Nervous System,Stiff-Person Syndrome,4
Autoimmune Diseases of the Nervous System,Uveomeningoencephalitic Syndrome,4
Autoimmune Diseases of the Nervous System,"Vasculitis, Central Nervous System",4
Autoimmune Diseases,Autoimmune Hypophysitis,3
Autoimmune Diseases,Autoimmune Lymphoproliferative Syndrome,3
Autoimmune Diseases,Dermatitis Herpetiformis,3
Autoimmune Diseases,"Diabetes Mellitus, Type 1",3
Autoimmune Diseases,"Glomerulonephritis, IGA",3
Autoimmune Diseases,"Glomerulonephritis, Membranous",3
Autoimmune Diseases,Graves Disease,3
Graves Disease,Graves Ophthalmopathy,4
Autoimmune Diseases,"Hepatitis, Autoimmune",3
Autoimmune Diseases,Immunoglobulin G4-Related Disease,3
Autoimmune Diseases,Latent Autoimmune Diabetes in Adults,3
Autoimmune Diseases,Linear IgA Bullous Dermatosis,3
Autoimmune Diseases,"Lupus Erythematosus, Systemic",3
"Lupus Erythematosus, Systemic",Lupus Nephritis,4
"Lupus Erythematosus, Systemic","Lupus Vasculitis, Central Nervous System",4
Autoimmune Diseases,"Ophthalmia, Sympathetic",3
Autoimmune Diseases,"Pemphigoid, Bullous",3
Autoimmune Diseases,Pemphigus,3
Autoimmune Diseases,"Polyendocrinopathies, Autoimmune",3
Autoimmune Diseases,"Purpura, Thrombocytopenic, Idiopathic",3
Autoimmune Diseases,"Thyroiditis, Autoimmune",3
Autoimmune Diseases,Undifferentiated Connective Tissue Diseases,3
Immune System Diseases,"Erythroblastosis, Fetal",2
"Erythroblastosis, Fetal",Hydrops Fetalis,3
"Erythroblastosis, Fetal",Kernicterus,3
Immune System Diseases,"Glomerulonephritis, Membranoproliferative",2
Immune System Diseases,Graft vs Host Disease,2
Immune System Diseases,Hypersensitivity,2
Hypersensitivity,Drug Hypersensitivity,3
Drug Hypersensitivity,"Asthma, Aspirin-Induced",4
Drug Hypersensitivity,Drug Eruptions,4
Hypersensitivity,Environmental Illness,3
Environmental Illness,Multiple Chemical Sensitivity,4
Environmental Illness,Sick Building Syndrome,4
Hypersensitivity,"Hypersensitivity, Delayed",3
"Hypersensitivity, Delayed","Dermatitis, Allergic Contact",4
Hypersensitivity,"Hypersensitivity, Immediate",3
"Hypersensitivity, Immediate",Anaphylaxis,4
"Hypersensitivity, Immediate","Asthma, Aspirin-Induced",4
"Hypersensitivity, Immediate","Conjunctivitis, Allergic",4
"Hypersensitivity, Immediate","Dermatitis, Atopic",4
"Hypersensitivity, Immediate",Eosinophilic Esophagitis,4
"Hypersensitivity, Immediate",Food Hypersensitivity,4
"Hypersensitivity, Immediate",Respiratory Hypersensitivity,4
"Hypersensitivity, Immediate",Urticaria,4
Hypersensitivity,Immune Complex Diseases,3
Immune Complex Diseases,Arthus Reaction,4
Immune Complex Diseases,Mastocytosis,4
Immune Complex Diseases,"Purpura, Schoenlein-Henoch",4
Immune Complex Diseases,Serum Sickness,4
Immune Complex Diseases,"Vasculitis, Leukocytoclastic, Cutaneous",4
Hypersensitivity,Kounis Syndrome,3
Hypersensitivity,Latex Hypersensitivity,3
Hypersensitivity,Wissler's Syndrome,3
Immune System Diseases,Immune Reconstitution Inflammatory Syndrome,2
Immune System Diseases,Immunologic Deficiency Syndromes,2
Immunologic Deficiency Syndromes,Agammaglobulinemia,3
Immunologic Deficiency Syndromes,Ataxia Telangiectasia,3
Immunologic Deficiency Syndromes,Common Variable Immunodeficiency,3
Immunologic Deficiency Syndromes,Dysgammaglobulinemia,3
Dysgammaglobulinemia,Hyper-IgM Immunodeficiency Syndrome,4
Dysgammaglobulinemia,IgA Deficiency,4
Dysgammaglobulinemia,IgG Deficiency,4
Immunologic Deficiency Syndromes,HIV Infections,3
HIV Infections,Acquired Immunodeficiency Syndrome,4
HIV Infections,Acute Retroviral Syndrome,4
HIV Infections,"AIDS Arteritis, Central Nervous System",4
HIV Infections,AIDS-Associated Nephropathy,4
HIV Infections,AIDS Dementia Complex,4
HIV Infections,AIDS-Related Complex,4
HIV Infections,AIDS-Related Opportunistic Infections,4
HIV Infections,HIV-Associated Lipodystrophy Syndrome,4
HIV Infections,HIV Enteropathy,4
HIV Infections,HIV Seropositivity,4
HIV Infections,HIV Wasting Syndrome,4
Immunologic Deficiency Syndromes,Deltaretrovirus Infections,3
Deltaretrovirus Infections,Enzootic Bovine Leukosis,4
Deltaretrovirus Infections,HTLV-I Infections,4
Deltaretrovirus Infections,HTLV-II Infections,4
Immunologic Deficiency Syndromes,Leukocyte-Adhesion Deficiency Syndrome,3
Immunologic Deficiency Syndromes,Lymphopenia,3
Lymphopenia,"T-Lymphocytopenia, Idiopathic CD4-Positive",4
Lymphopenia,Wiskott-Aldrich Syndrome,4
Immunologic Deficiency Syndromes,Phagocyte Bactericidal Dysfunction,3
Phagocyte Bactericidal Dysfunction,Chediak-Higashi Syndrome,4
Phagocyte Bactericidal Dysfunction,"Granulomatous Disease, Chronic",4
Phagocyte Bactericidal Dysfunction,Job Syndrome,4
Immunologic Deficiency Syndromes,Severe Combined Immunodeficiency,3
Severe Combined Immunodeficiency,X-Linked Combined Immunodeficiency Diseases,4
Immune System Diseases,Immunoproliferative Disorders,2
Immunoproliferative Disorders,Hypergammaglobulinemia,3
Hypergammaglobulinemia,Mevalonate Kinase Deficiency,4
Hypergammaglobulinemia,Monoclonal Gammopathy of Undetermined Significance,4
Hypergammaglobulinemia,Smoldering Multiple Myeloma,4
Immunoproliferative Disorders,Lymphoproliferative Disorders,3
Lymphoproliferative Disorders,Autoimmune Lymphoproliferative Syndrome,4
Lymphoproliferative Disorders,Castleman Disease,4
Lymphoproliferative Disorders,Immunoblastic Lymphadenopathy,4
Lymphoproliferative Disorders,Immunoglobulin Light-chain Amyloidosis,4
Lymphoproliferative Disorders,Immunoproliferative Small Intestinal Disease,4
Lymphoproliferative Disorders,Infectious Mononucleosis,4
Lymphoproliferative Disorders,"Leukemia, Hairy Cell",4
Lymphoproliferative Disorders,"Leukemia, Lymphoid",4
Lymphoproliferative Disorders,Lymphangiomyoma,4
Lymphoproliferative Disorders,Lymphoma,4
Lymphoproliferative Disorders,Macrophage Activation Syndrome,4
Lymphoproliferative Disorders,Marek Disease,4
Lymphoproliferative Disorders,Multiple Myeloma,4
Lymphoproliferative Disorders,Plasmacytoma,4
Lymphoproliferative Disorders,Sezary Syndrome,4
Lymphoproliferative Disorders,Tumor Lysis Syndrome,4
Immunoproliferative Disorders,Paraproteinemias,3
Paraproteinemias,Cryoglobulinemia,4
Paraproteinemias,Heavy Chain Disease,4
Paraproteinemias,Immunoglobulin Light-chain Amyloidosis,4
Paraproteinemias,Monoclonal Gammopathy of Undetermined Significance,4
Paraproteinemias,Multiple Myeloma,4
Paraproteinemias,POEMS Syndrome,4
Paraproteinemias,Smoldering Multiple Myeloma,4
Paraproteinemias,Waldenstrom Macroglobulinemia,4
Immune System Diseases,"Purpura, Thrombocytopenic",2
"Purpura, Thrombocytopenic","Purpura, Thrombocytopenic, Idiopathic",3
Immune System Diseases,Transfusion Reaction,2
Transfusion Reaction,Transfusion-Related Acute Lung Injury,3
Diseases,Disorders of Environmental Origin,1
Disorders of Environmental Origin,Environmental Illness,2
Environmental Illness,Multiple Chemical Sensitivity,3
Environmental Illness,Sick Building Syndrome,3
Disorders of Environmental Origin,Preconception Injuries,2
Diseases,Animal Diseases,1
Animal Diseases,"Abortion, Veterinary",2
"Abortion, Veterinary","Brucellosis, Bovine",3
Animal Diseases,Actinobacillosis,2
Animal Diseases,Aleutian Mink Disease,2
Animal Diseases,Anal Gland Neoplasms,2
Animal Diseases,Anaplasmosis,2
Animal Diseases,Bird Diseases,2
Bird Diseases,Avian Leukosis,3
Bird Diseases,Fowlpox,3
Bird Diseases,Influenza in Birds,3
Bird Diseases,"Malaria, Avian",3
Bird Diseases,Marek Disease,3
Bird Diseases,Newcastle Disease,3
Bird Diseases,Poultry Diseases,3
Poultry Diseases,"Enteritis, Transmissible, of Turkeys",4
Poultry Diseases,Poult Enteritis Mortality Syndrome,4
Bird Diseases,"Reticuloendotheliosis, Avian",3
Bird Diseases,"Sarcoma, Avian",3
Bird Diseases,"Tuberculosis, Avian",3
Animal Diseases,Borna Disease,2
Animal Diseases,Cat Diseases,2
Cat Diseases,Feline Acquired Immunodeficiency Syndrome,3
Cat Diseases,Feline Infectious Peritonitis,3
Cat Diseases,Feline Panleukopenia,3
Cat Diseases,"Leukemia, Feline",3
Animal Diseases,Cattle Diseases,2
Cattle Diseases,Bovine Respiratory Disease Complex,3
Bovine Respiratory Disease Complex,"Pasteurellosis, Pneumonic",4
Bovine Respiratory Disease Complex,"Pneumonia, Atypical Interstitial, of Cattle",4
Bovine Respiratory Disease Complex,"Pneumonia of Calves, Enzootic",4
Cattle Diseases,Bovine Virus Diarrhea-Mucosal Disease,3
Cattle Diseases,"Brucellosis, Bovine",3
Cattle Diseases,"Encephalopathy, Bovine Spongiform",3
Cattle Diseases,Enzootic Bovine Leukosis,3
Cattle Diseases,Ephemeral Fever,3
Cattle Diseases,Freemartinism,3
Cattle Diseases,"Hemorrhagic Syndrome, Bovine",3
Cattle Diseases,Infectious Bovine Rhinotracheitis,3
Cattle Diseases,Lumpy Skin Disease,3
Cattle Diseases,Malignant Catarrh,3
Cattle Diseases,"Mastitis, Bovine",3
Cattle Diseases,Theileriasis,3
Cattle Diseases,"Trypanosomiasis, Bovine",3
Cattle Diseases,"Tuberculosis, Bovine",3
Cattle Diseases,White Heifer Disease,3
Animal Diseases,Digital Dermatitis,2
Animal Diseases,"Disease Models, Animal",2
Animal Diseases,Dog Diseases,2
Dog Diseases,Distemper,3
Dog Diseases,"Hepatitis, Infectious Canine",3
Dog Diseases,"Hip Dysplasia, Canine",3
Animal Diseases,Enterotoxemia,2
Animal Diseases,Erysipelothrix Infections,2
Erysipelothrix Infections,Swine Erysipelas,3
Animal Diseases,Fish Diseases,2
Fish Diseases,Furunculosis,3
Fish Diseases,"Hemorrhagic Septicemia, Viral",3
Animal Diseases,Foot-and-Mouth Disease,2
Animal Diseases,Foot Rot,2
Animal Diseases,Goat Diseases,2
Animal Diseases,Heartwater Disease,2
Animal Diseases,"Hepatitis, Animal",2
"Hepatitis, Animal","Hepatitis, Viral, Animal",3
"Hepatitis, Viral, Animal","Hepatitis, Infectious Canine",4
"Hepatitis, Viral, Animal",Rift Valley Fever,4
Animal Diseases,Horse Diseases,2
Horse Diseases,African Horse Sickness,3
Horse Diseases,Equine Infectious Anemia,3
Horse Diseases,Glanders,3
Horse Diseases,"Strongyle Infections, Equine",3
Animal Diseases,"Keratoconjunctivitis, Infectious",2
Animal Diseases,"Lameness, Animal",2
Animal Diseases,"Mammary Neoplasms, Animal",2
Animal Diseases,Mink Viral Enteritis,2
Animal Diseases,"Muscular Dystrophy, Animal",2
"Muscular Dystrophy, Animal",White Muscle Disease,3
Animal Diseases,"Myxomatosis, Infectious",2
Animal Diseases,"Parasitic Diseases, Animal",2
"Parasitic Diseases, Animal","Helminthiasis, Animal",3
"Helminthiasis, Animal",Dictyocaulus Infections,4
"Helminthiasis, Animal",Dirofilariasis,4
"Helminthiasis, Animal",Fascioloidiasis,4
"Helminthiasis, Animal",Monieziasis,4
"Helminthiasis, Animal",Setariasis,4
"Helminthiasis, Animal","Strongyle Infections, Equine",4
"Helminthiasis, Animal",Toxocariasis,4
"Parasitic Diseases, Animal","Protozoan Infections, Animal",3
"Protozoan Infections, Animal",Babesiosis,4
"Protozoan Infections, Animal",Cryptosporidiosis,4
"Protozoan Infections, Animal",Dourine,4
"Protozoan Infections, Animal",Theileriasis,4
"Protozoan Infections, Animal","Toxoplasmosis, Animal",4
"Protozoan Infections, Animal","Trypanosomiasis, Bovine",4
Animal Diseases,Paratuberculosis,2
Animal Diseases,Parturient Paresis,2
Animal Diseases,Peste-des-Petits-Ruminants,2
Animal Diseases,"Pleuropneumonia, Contagious",2
Animal Diseases,Primate Diseases,2
Primate Diseases,Ape Diseases,3
Primate Diseases,Monkey Diseases,3
Monkey Diseases,Marburg Virus Disease,4
Monkey Diseases,Simian Acquired Immunodeficiency Syndrome,4
Primate Diseases,Monkeypox,3
Animal Diseases,Pseudorabies,2
Animal Diseases,Pythiosis,2
Animal Diseases,Rinderpest,2
Animal Diseases,Rodent Diseases,2
Rodent Diseases,"Ectromelia, Infectious",3
Rodent Diseases,Monkeypox,3
Rodent Diseases,Murine Acquired Immunodeficiency Syndrome,3
Animal Diseases,"Salmonella Infections, Animal",2
Animal Diseases,Sheep Diseases,2
Sheep Diseases,Bluetongue,3
Sheep Diseases,Border Disease,3
Sheep Diseases,"Ecthyma, Contagious",3
Sheep Diseases,Louping Ill,3
Sheep Diseases,Nairobi Sheep Disease,3
Sheep Diseases,"Pneumonia, Progressive Interstitial, of Sheep",3
Sheep Diseases,"Pulmonary Adenomatosis, Ovine",3
Sheep Diseases,Scrapie,3
Sheep Diseases,Swayback,3
Sheep Diseases,Visna,3
Animal Diseases,Steatitis,2
Animal Diseases,Swine Diseases,2
Swine Diseases,African Swine Fever,3
Swine Diseases,Classical Swine Fever,3
Swine Diseases,Edema Disease of Swine,3
Swine Diseases,"Encephalomyelitis, Enzootic Porcine",3
Swine Diseases,"Epidermitis, Exudative, of Swine",3
Swine Diseases,"Gastroenteritis, Transmissible, of Swine",3
Swine Diseases,"Pneumonia of Swine, Mycoplasmal",3
Swine Diseases,Porcine Postweaning Multisystemic Wasting Syndrome,3
Swine Diseases,Porcine Reproductive and Respiratory Syndrome,3
Swine Diseases,Swine Erysipelas,3
Swine Diseases,Swine Vesicular Disease,3
Swine Diseases,Vesicular Exanthema of Swine,3
Animal Diseases,"Venereal Tumors, Veterinary",2
Animal Diseases,Vesicular Stomatitis,2
Animal Diseases,"Wasting Disease, Chronic",2
Animal Diseases,Zoonoses,2
Diseases,"Pathological Conditions, Signs and Symptoms",1
"Pathological Conditions, Signs and Symptoms",Morphological and Microscopic Findings,2
Morphological and Microscopic Findings,Adenocarcinoma in Situ,3
Morphological and Microscopic Findings,Atypical Squamous Cells of the Cervix,3
Morphological and Microscopic Findings,Margins of Excision,3
Morphological and Microscopic Findings,Squamous Intraepithelial Lesions of the Cervix,3
"Pathological Conditions, Signs and Symptoms","Pathological Conditions, Anatomical",2
"Pathological Conditions, Anatomical",Agenesis of Corpus Callosum,3
"Pathological Conditions, Anatomical",Airway Remodeling,3
"Pathological Conditions, Anatomical",Alopecia,3
Alopecia,Loose Anagen Hair Syndrome,4
"Pathological Conditions, Anatomical",Atrial Remodeling,3
"Pathological Conditions, Anatomical",Atrophy,3
Atrophy,Muscular Atrophy,4
"Pathological Conditions, Anatomical",Blister,3
"Pathological Conditions, Anatomical",Calculi,3
Calculi,Dental Calculus,4
Calculi,Gallstones,4
Calculi,Salivary Calculi,4
Calculi,Urinary Calculi,4
"Pathological Conditions, Anatomical",Accessory Atrioventricular Bundle,3
"Pathological Conditions, Anatomical",Choristoma,3
"Pathological Conditions, Anatomical","Constriction, Pathologic",3
"Pathological Conditions, Anatomical",Cysts,3
Cysts,Parovarian Cyst,4
Cysts,Spermatocele,4
"Pathological Conditions, Anatomical","Dilatation, Pathologic",3
"Pathological Conditions, Anatomical",Diverticulum,3
Diverticulum,"Diverticulum, Colon",4
Diverticulum,"Diverticulum, Esophageal",4
Diverticulum,"Diverticulum, Stomach",4
Diverticulum,Meckel Diverticulum,4
"Pathological Conditions, Anatomical",Facial Asymmetry,3
"Pathological Conditions, Anatomical",Fistula,3
Fistula,Cutaneous Fistula,4
Fistula,Digestive System Fistula,4
Fistula,Oral Fistula,4
Fistula,Respiratory Tract Fistula,4
Fistula,Urinary Fistula,4
Fistula,Vaginal Fistula,4
Fistula,Vascular Fistula,4
"Pathological Conditions, Anatomical",Hernia,3
Hernia,Encephalocele,4
Hernia,"Hernia, Abdominal",4
Hernia,"Hernia, Diaphragmatic",4
Hernia,"Hernia, Obturator",4
Hernia,Incisional Hernia,4
Hernia,Intervertebral Disc Displacement,4
Hernia,Meningocele,4
Hernia,Rectocele,4
"Pathological Conditions, Anatomical",Hypertrophy,3
Hypertrophy,Cardiomegaly,4
Hypertrophy,Hepatomegaly,4
Hypertrophy,Splenomegaly,4
"Pathological Conditions, Anatomical",Leg Length Inequality,3
"Pathological Conditions, Anatomical",Leukoplakia,3
Leukoplakia,"Leukoplakia, Oral",4
"Pathological Conditions, Anatomical",Microvascular Rarefaction,3
"Pathological Conditions, Anatomical","Nails, Malformed",3
"Nails, Malformed",Yellow Nail Syndrome,4
"Pathological Conditions, Anatomical","Plaque, Amyloid",3
"Pathological Conditions, Anatomical","Plaque, Atherosclerotic",3
"Pathological Conditions, Anatomical",Polyps,3
Polyps,Intestinal Polyps,4
Polyps,Nasal Polyps,4
"Pathological Conditions, Anatomical",Prolapse,3
Prolapse,Pelvic Organ Prolapse,4
"Pathological Conditions, Anatomical","Rupture, Spontaneous",3
"Pathological Conditions, Anatomical",Solitary Kidney,3
"Pathological Conditions, Anatomical",Spontaneous Perforation,3
"Pathological Conditions, Anatomical",Tertiary Lymphoid Structures,3
"Pathological Conditions, Anatomical",Torsion Abnormality,3
Torsion Abnormality,Bone Anteversion,4
Torsion Abnormality,Bone Retroversion,4
Torsion Abnormality,Intestinal Volvulus,4
Torsion Abnormality,Uterine Retroversion,4
"Pathological Conditions, Anatomical",Vascular Remodeling,3
"Pathological Conditions, Anatomical",Ventricular Remodeling,3
"Pathological Conditions, Signs and Symptoms",Pathologic Processes,2
Pathologic Processes,Acantholysis,3
Pathologic Processes,"Arrhythmias, Cardiac",3
"Arrhythmias, Cardiac","Arrhythmia, Sinus",4
"Arrhythmias, Cardiac",Atrial Fibrillation,4
"Arrhythmias, Cardiac",Atrial Flutter,4
"Arrhythmias, Cardiac",Bradycardia,4
"Arrhythmias, Cardiac","Cardiac Complexes, Premature",4
"Arrhythmias, Cardiac",Heart Block,4
"Arrhythmias, Cardiac",Long QT Syndrome,4
"Arrhythmias, Cardiac",Parasystole,4
"Arrhythmias, Cardiac",Tachycardia,4
"Arrhythmias, Cardiac",Ventricular Fibrillation,4
"Arrhythmias, Cardiac",Ventricular Flutter,4
Pathologic Processes,Ascites,3
Pathologic Processes,Atrial Remodeling,3
Pathologic Processes,Azotemia,3
Pathologic Processes,Cardiotoxicity,3
Pathologic Processes,Channelopathies,3
Pathologic Processes,Chromosome Aberrations,3
Chromosome Aberrations,Abnormal Karyotype,4
Chromosome Aberrations,Aneuploidy,4
Chromosome Aberrations,Chromosomal Instability,4
Chromosome Aberrations,Chromosome Breakage,4
Chromosome Aberrations,Chromosome Duplication,4
Chromosome Aberrations,Chromosome Inversion,4
Chromosome Aberrations,Chromothripsis,4
Chromosome Aberrations,Isochromosomes,4
Chromosome Aberrations,"Micronuclei, Chromosome-Defective",4
Chromosome Aberrations,"Nondisjunction, Genetic",4
Chromosome Aberrations,Polyploidy,4
Chromosome Aberrations,Ring Chromosomes,4
Chromosome Aberrations,Sex Chromosome Aberrations,4
Chromosome Aberrations,"Translocation, Genetic",4
Pathologic Processes,Death,3
Death,Asphyxia,4
Death,Body Remains,4
Death,Brain Death,4
Death,Cadaver,4
Death,"Death, Sudden",4
Death,Drowning,4
Death,Embryo Loss,4
Death,Fetal Death,4
Death,Infant Death,4
Death,Parental Death,4
Death,Perinatal Death,4
Pathologic Processes,Dehydration,3
